"","Country.Code","year","Coal_AnnualMtCO2","Coal_duration_year","Coal_Share_Ret","Coal_Share_EarlyRet","Coal_Share_Tran","Coal_Share_PhasedOut","Coal_logCurrent_MW","Gas_Current_MW","Gas_duration_year","Gas_logCurrent_MW","Coal_Gen_Decline_Perc","Gas_Gen_Decline_Perc","Share_VRE_Gen","GDPpc_2015.","Population","WDI_Manu_GDP_.","WDI_CoalRents_.","WDI_OilRents_.","WDI_NGRents_.","WDI_NG_El_.","WDI_Coal_El_.","logGDPpc","BP_GasReserve_tM3","BP_GasProduction_bM3","BP_CoalProduction_mTon","BP_CoalReserve_mTon","BP_CoalR2P_yr","LogBP_GasR2P_yr","HHI_Gas_Import","contiguity_Gas_Import","agree_Gas_Import","sanction_Gas_Import","common_language_Gas_Import","colony_Gas_Import","HHI_Gas_Export","contiguity_Gas_Export","agree_Gas_Export","sanction_Gas_Export","common_language_Gas_Export","colony_Gas_Export","NetValue_Gas_Import","NetQuantity_Gas_Import","HHI_Coal_Import","contiguity_Coal_Import","agree_Coal_Import","sanction_Coal_Import","common_language_Coal_Import","colony_Coal_Import","HHI_Coal_Export","contiguity_Coal_Export","agree_Coal_Export","sanction_Coal_Export","common_language_Coal_Export","colony_Coal_Export","NetValue_Coal_Import","NetQuantity_Coal_Import","R_IndepProducer","R_Private","R_Unbundle","R_WholeSale","R_IndepReg","R_Choice","R_Liberalization","R_Corp","StateCapacity","num_supply_policy","binary_airqual","ghg_ambition_n","cw_2030","annex_one","annex_two"
"USA-2000","USA",2000,1774,65,0,0,0,0.0117966198234285,12.7212951289263,165231,50,12.0150997737964,3.51315517581577,0,0.0015991162778464,48746.0409600767,282162411,15.1150749906589,0.140193028838508,0.307551276869583,0.579475920941945,15.755293556572,52.8951522460279,10.8231696544537,4.81064636078963,518.600281072696,973.9643801364,249994,256.676737977819,2.22745331752634,0.242251419088603,0.30723911316405,0.964973733151171,0.0194482885447881,0.662359654142581,5.17627397707243e-06,0.332613380947435,0.63719121724651,0.996089846231634,0.996805946708732,0.645402240787825,6.17527569051773e-05,13606581.742,5192869.336,0.602088422650861,0.0006301697822926,0.851937734165442,0.0012466994535305,0.999184135400893,5.28395850392404e-06,0.263625871187018,0.0016614370907051,0.209145704600194,0.391727755979163,0.268116888897581,0.101487647516967,-2217506.149,-19190517.505,1,1,1,1,1,1,1,1,2.01,0,0,1,1,1,1
"USA-2001","USA",2001,1779.3,66,0.0104214468851009,0,0,0,12.7244076432385,205550,51,12.233444592326,6.57076949175148,0,0.0019530149668549,48726.5816727299,284968955,13.9193094025158,0.212622185194759,0.16943295765488,0.466751378646037,17.1904936685152,51.6334269469013,10.8227703774654,4.9742214057075,531.894987118768,1023.0222071583,249994,244.368106821865,2.23557805875649,0.214484055008571,0.342479994131765,0.734643093808747,0.0281465574761938,0.770185365785712,1.91770229213364e-08,0.485242225314983,0.534334904836322,0.996624904405086,0.996595458005182,0.537985083318527,0.0006446051330301,16483744.416,5395042.972,0.463485827170701,0.0006008697524344,0.801845653473164,0.0050172107370372,0.95992613339703,1.02344455812285e-05,0.154126000480787,0.0026060442524265,0.24803405145131,0.585688057051136,0.37100908829643,0.169770371572716,-1475005.476,-931184.412999997,1,1,1,1,1,1,1,1,1.991,0,0,1,1,1,1
"USA-2002","USA",2002,1781.4,67,0.0643277918246781,0,0.0249816667280303,0,12.7256000388427,270321,52,12.5073654207007,5.13936827852977,0,0.0028354182762217,49095.3317986996,287625193,13.4528776402421,0.151822005426027,0.172817088546724,0.302755619486716,17.6940238659904,50.657299487706,10.8303096262806,5.06873866189575,511.228764088818,992.7167950701,246643,248.452530696414,2.29403011173752,0.914787710697943,0.957020751667563,0.975947714307602,0.0009255044677179,0.992169875166637,0,0.381769427233217,0.834078048307897,0.999848531878301,0.99984688813134,0.834355234616535,0.0001239033360599,11083975.24,75974952.317,0.469443851863718,0.0030469482262442,0.723157900209381,0.0052390399787001,0.994329195515072,2.35101663389947e-08,0.178794750023539,0.0047851251097895,0.245510886068183,0.851056333305102,0.397423975041226,0.144103386860378,-1188191.459,2338518.325,1,1,1,1,1,1,1,1,1.885,0,0,1,1,1,1
"USA-2003","USA",2003,1773.1,68,0.154499712681092,0,0.0249816667280303,0.422927721673787,12.7213617929368,324808,53,12.6909895175082,3.14659476913883,0,0.0030292534906201,50036.2342349321,290107933,13.3165117541749,0.154155845833328,0.211788525599514,0.612792290539168,16.5289769841976,51.3811676423779,10.8492930990526,5.1256225412655,517.855807286692,972.2779237791,246643,253.675409024341,2.29231042889845,0.858531165000266,0.925218987182428,0.939707135163722,0.925218987182428,0.987738277902241,0.0003437211539781,0.667713081820398,0.893361197538718,0.893399969234567,0.999983718854959,0.893676973053645,2.90692879118248e-06,18875861.761,104722395.35,0.479068321154901,0.079506146354673,0.834952205782668,0.0834247428376107,0.995261059930901,3.57195747676001e-08,0.161956305350207,0.331058406976571,0.550642034849323,0.809385454984974,0.57772072410052,0.145102847020052,-900714.386,7527188.865,1,1,1,1,1,1,1,1,1.804,0,0,1,1,1,1
"USA-2004","USA",2004,1772.4,69,0.178291776231598,0.0237920635505051,0.507330067119196,0.418466709758064,12.7214065915224,350446,54,12.7669619079669,2.9228309867497,0,0.0037247434810662,51485.2074124697,292805298,13.1741810816537,0.321324626345383,0.283170634743015,0.569511287090411,17.6359183043721,50.3966895527569,10.8778402030836,5.21967886992787,503.110082926511,1008.8791976853,246643,244.472282277085,2.33938216092182,0.812210776912423,0.898572732576552,0.925334491774907,0.898579663540682,0.978568935814827,0.0011469047814068,0.858213905564848,0.929732726968007,0.929849480054724,0.929810943711735,0.929857127390788,2.01806005902873e-05,21249541.976,109067998.48,0.441185966363894,0.105932559840101,0.829280760143902,0.109982407739484,0.986262358857755,0.0004629115164739,0.084621866533126,0.248426552769397,0.509066692411078,0.671481888744866,0.580907106933908,0.183794984734547,-2093806.179,3704185.298,1,1,1,1,1,1,1,1,1.821,0,0,1,1,1,1
"USA-2005","USA",2005,1772.9,70,0.178291776231598,0.0237920635505051,0.507330067119196,0.373737630283117,12.721855661099,366283,55,12.8111615376435,1.22644634701455,0,0.0045501971504265,52789.7314187756,295516599,12.9833195194137,0.26507175601934,0.350823193456479,0.797236904730241,18.3380117580999,50.4570863552959,10.9028623624764,5.54156896329187,489.440805676363,1026.4776736806,246643,240.280920203186,2.42676941949636,0.869397338267563,0.932947224499418,0.946425099404794,0.932947224499418,0.986759814789893,3.09519257875348e-08,0.845092308079246,0.952549416259666,0.952615794989108,0.99994996805167,0.952634131902091,1.02913627797938e-05,29304379.478,148834302.96,0.541326813183286,0.069444023251282,0.9931237390193,0.0694472947337514,0.992176721043361,3.72219605370537e-07,0.0849586859039482,0.221174390079661,0.542723624883341,0.698996282703444,0.588875036658003,0.158029492192715,-2408149.891,6548452.737,1,1,1,1,1,1,1,1,1.961,1,0,1,1,1,1
"USA-2006","USA",2006,1773.9,71,0.191972212773138,0.0237920635505051,0.520713102866355,0.283684669744446,12.7227591606694,377524,56,12.8413894218093,2.32367401679985,0,0.0066964175401661,53738.0917251561,298379912,12.990722665314,0.275791896326636,0.349464272960025,0.382513454180692,19.713960969925,49.7728777773905,10.9206677645457,5.72322863525437,501.724056052924,1054.829009925,246643,233.822731152926,2.43423809243684,0.833810834380102,0.914215876157382,0.922965264609003,0.914215876157382,0.997352932602331,3.42329521502309e-07,0.792105094648368,0.92814264548296,0.92817517843711,0.928864355251384,0.932723475445553,0.0038211178780992,26144616.468,127511286.218,0.573876943761501,0.0555449051840169,0.982838989827004,0.0555585537416077,0.983537174871055,0.0020454115643576,0.144122447508934,0.34972720889697,0.684411192938152,0.718495004619242,0.592983537455395,0.175368547800352,-2378806.453,-21760342.071,1,1,1,1,1,1,1,1,1.984,1,0,1,1,1,1
"USA-2007","USA",2007,1765.1,72,0.678579392539844,0.0237920635505051,0.693086603289764,0.670394922678469,12.7188735172089,385357,57,12.8619254563454,1.05028143938801,0,0.0084633452180651,54299.6172405205,301231207,12.7697566103618,0.249875712879914,0.356897499234572,0.339351155793805,21.1659109857617,48.9939094547418,10.9310628493205,6.44555629506825,521.888890165313,1040.2097284845,246643,237.108914910206,2.51369151471952,0.782420312686363,0.897029378705785,0.90935936187896,0.897029378705785,0.987518953545664,3.67242209606357e-08,0.745607793688469,0.961601521691829,0.997465208469607,0.962181154899168,0.962220130888526,3.05343213476268e-05,27697136.483,111168070.493,0.599698495655536,0.0390828347659954,0.221003665155044,0.0391083728975282,0.994013222886286,3.31649686885346e-05,0.0994871799706126,0.255338558595095,0.625636266465026,0.573604320761822,0.524013834736811,0.199587153113652,-2752556.644,-23965414.487,1,1,1,1,1,1,1,1,1.952,3,0,1,1,1,1
"USA-2008","USA",2008,1767.4,73,0.905020357381776,0.0237920635505051,0.693086603289764,0.451180797140012,12.721078021947,394548,58,12.8854960848703,2.55479844992547,0,0.0136870576721289,53854.1606116578,304093966,12.2167302006078,0.69687957292833,0.521498895801413,0.551540732489892,20.9574071259826,49.1044398086107,10.9228253349842,6.633452045322,546.067473257824,1063.0471961223,237295,223.221509699274,2.49713807265891,0.921714175503714,0.969832634426383,0.972545105840017,0.969832634426383,0.998977377107475,1.76998391400504e-10,0.735943856712567,0.973746376856259,0.99998990284518,0.974100403091809,0.973973129475529,2.50659964787223e-07,28067380.483,186481685.867,0.564003262469753,0.0831081375100621,0.264062799368114,0.0831163724994837,0.998020538738448,1.97377324455918e-05,0.0769195058817821,0.223296068218755,0.543316721711432,0.491560564548652,0.523498657375475,0.213671583158013,-7633406.502,-58811844.939,1,1,1,1,1,1,1,1,1.962,5,0,1,1,1,1
"USA-2009","USA",2009,1770.1,74,1.05113336766132,0.0341118711155367,0.828076823859443,0.140307746773232,12.7241959761401,405588,59,12.9130931450226,13.8362224787109,0,0.0189805625637718,51996.1834952422,306771529,11.6987895946123,0.328948122158706,0.259640404387642,0.0450657683061133,22.8015830431448,45.437731595683,10.8877159929487,7.38864112639237,557.582511091696,975.154054894502,237295,243.341038073899,2.58408862263781,0.611360018686615,0.767959425107033,0.794856820626922,0.767959425326429,0.979713887036616,5.3281889106911e-10,0.652217560835555,0.904885498165477,0.916015026961091,0.120185156049626,0.916022902260456,7.38133676897115e-06,13473105.48,25927590.209,0.758457805168823,0.0393873344592608,0.133059711335503,0.0395724847909321,0.999192864805428,1.11748807296871e-06,0.0671715709827767,0.155139825890774,0.567359620710862,0.374872066043017,0.535695769153954,0.2614273048253,-5214359.238,-43523146.92,1,1,1,1,1,1,1,1,1.905,6,0,1,1,1,1
"USA-2010","USA",2010,1782.3,75,1.28059688468083,0.0927767944217178,1.04135244804558,0,12.7343487206295,413653,60,12.9327827371002,9.35162333999538,0,0.0233012635089475,52963.4641697124,309327143,11.9060850975322,0.46327180553633,0.293762700279441,0,23.3758416558289,45.7976057577193,10.9061479919321,8.25941456292187,575.157446849866,983.722193032936,237295,241.221557956714,2.66446516391982,0.629985539328101,0.806698154248743,0.861384164408631,0.806698154248743,0.956931495039587,1.37143541506827e-06,0.47424372829981,0.848284363295548,0.950235869988903,0.0364345005072869,0.910433546460394,0.0325845649248484,12150978.316,26107073.983,0.568484892435144,0.0830325272291821,0.996266480106621,0.0830325801445515,0.996266418381144,2.59305556729621e-05,0.0545540665040095,0.135301214573488,0.43755768353414,0.338582056371994,0.473663583042322,0.199545240900823,-9139010.401,-70148165.433,1,1,1,1,1,1,1,1,1.908,6,0,1,1,1,1
"USA-2011","USA",2011,1782.4,76,2.02443480045227,0.0925168644103174,1.14100604960927,0,12.7371543231907,424960,61,12.9597503258302,14.9388479590363,0,0.0298370943561423,53394.8618380061,311583481,11.9472468321556,0.576151367733925,0.370845235110237,0,24.1585897585537,43.3457640868712,10.9142601924576,9.05768681096962,617.358546769625,993.936537557899,237295,238.742606829842,2.68591907935671,0.742790049098273,0.86010871842419,0.881257221616682,0.86010871842419,0.963475466710831,1.72122229607543e-06,0.466327353350978,0.903407923913674,0.932765965217065,0.0440337373722219,0.961526425041018,0.0112754205179676,8983968.111,26489404.092,0.579820363367635,0.110588870626019,0.989548290725457,0.110822389278544,0.990548776767105,0.0015094122299071,0.0505911221934626,0.0753147603395519,0.374189063929864,0.315400248968092,0.433552394152889,0.19950225821726,-16467107.977,-107039595.357,1,1,1,1,1,1,1,1,1.932,7,0,1,1,1,1
"USA-2012","USA",2012,1740.6,77,3.78407498716758,0.160956413297263,1.87402654443191,1.88449532594335,12.71812954097,435974,62,12.9853378875255,25.7045357262187,0,0.035922260417208,54213.4595516389,313877662,11.8575606302731,0.365037619003386,0.205925846170308,0,29.6086711790814,38.4798556926388,10.9294748802106,8.3518983153195,649.124827790215,922.115524995804,237295,257.33760420212,2.55461909828921,0.815893235854866,0.901308027716974,0.982211859955538,0.901308027716974,0.969917842902721,3.43437869573022e-08,0.467715796839229,0.929608052003304,0.96334767942716,0.0197154172267927,0.969113580775528,0.0039276026444056,4433077.457,10069817.013,0.65681252374117,0.085729060487434,0.977401013181104,0.0857346930821004,0.976533819479079,1.04422577051872e-06,0.0524056096941576,0.0761405691200556,0.456552027354953,0.274961236009116,0.42641717608742,0.238454913704834,-14825583.958,-123284358.033,1,1,1,1,1,1,1,1,1.931,7,0,1,1,1,1
"USA-2013","USA",2013,1710,78,4.55569562274992,0.229689946500734,2.89485768513221,3.35088909676846,12.7030711436758,444403,63,13.0044870873999,22.4133434269119,0,0.0436136610768786,54830.7840664164,316059947,11.7981164603897,0.279719144616926,0.305650080049118,0,27.0217680238967,39.9431412367387,10.9407974606496,9.171481683093,655.692735107549,893.433393829581,237295,266,2.63816184398729,0.612179147659739,0.767452237087538,0.981433088161803,0,0.918426078828039,6.23019760928583e-06,0.52249501738707,0.990658155025458,0.995911839259707,0,0.995950650919002,5.8110156562219e-07,6605806.501,15608795.594,0.568391933178934,0.0814353481912866,0.984842890851625,0,0.9843654558394,9.4280293893605e-05,0.0554394837519621,0.0901215085995698,0.43717876781568,0,0.456835041343096,0.24573205504874,-11693212.041,-118404010.678,1,1,1,1,1,1,1,1,1.916,7,0,1,1,1,1
"USA-2014","USA",2014,1683.9,79,5.23729826061239,0.311770367674425,3.46415831408226,4.67590580977686,12.6892667405693,455586,64,13.0293397813736,22.383900823966,0,0.0514085658970559,55675.3868536862,318386329,11.6554754899495,0.226671482497904,0.292226566231044,0.0523192680969993,26.8879614443192,39.6507326894421,10.9560838329295,9.996813088248,704.72648223446,907.228932511603,237295,262,2.65221187093688,0.802189024147838,0.895184354753553,0.99343136941633,0,0.979449191309818,0.0048250457376969,0.485959384436397,0.95818803888816,0.974697261542721,0,0.974716908619082,2.98351284647318e-06,7763817.167,13079900.076,0.607998023349407,0.0637404252424505,0.996026484182015,0,0.990586165211656,0.0003033833452971,0.0568040836713806,0.0969878778344942,0.54581372725786,0,0.450629048111735,0.239050309146269,-8597959.948,-87113528.851,1,1,1,1,1,1,1,1,1.91,7,0,1,1,1,1
"USA-2015","USA",2015,1562.1,80,9.0741904700868,0.375447370633671,5.67327406217533,11.0472956088739,12.6200889543501,466985,65,13.0540524162208,33.6363729598546,0,0.0562562591975004,56762.7294515989,320738994,11.6623134302954,0.154809825395291,0.0075251806478225,0,31.9421612232398,34.2327337278988,10.9754256101085,8.34360161985375,740.303202972373,813.690755562986,237295,292,2.4221904150095,0.764876128283663,0.867761458311777,0.985547818447234,0,0.983023917688624,3.16456900060893e-07,0.435267010359138,0.926967288579035,0.950071604960987,0,0.9723677473197,9.860487151607e-08,3930956.888,16085921.917,0.628137996263568,0.0864321350465137,0.993894033383457,0,0.995121528280071,1.43169856900221e-05,0.0727039730462832,0.118203066239874,0.444630229294582,0.0033216635690481,0.502615410663034,0.248237065031558,-5846447.694,-63807899.743,1,1,1,1,1,1,1,1,1.86,8,0,1,1,1,1
"USA-2016","USA",2016,1472.2,81,10.4969863667713,0.472403398223512,9.38438508182466,15.7394028943344,12.5658984801949,479278,66,13.080036083823,39.1936642659005,0,0.0689555627318007,57292.5387829091,323071755,11.2236379165299,0.135996650509346,0.0922955001311894,0,33.719627,30.315151,10.9847160734125,8.73685413957675,727.356111453343,660.761128608781,251582,381,2.48588927105296,0.791696802336321,0.888796208352968,0.959889788656497,0,0.968337302693711,0.002448807432662,0.484107604584536,0.689859477801349,0.822225718019785,0.0303798643301521,0.894161174100771,0.0129933256008121,2094203.08,19664671.438,0.648565936933132,0.0754542837427757,0.997113824985449,0,0.994114757553272,2.68775822498755e-05,0.0703774425721668,0.103750150371444,0.4196056201625,0.0015369297032756,0.464491155310809,0.186231559271292,-4246289.224,-64422523.482,1,1,1,1,1,1,1,1,1.8520354910468,9,1,1,1,1,1
"USA-2017","USA",2017,1425.1,82,11.7421275409799,0.542989032621088,10.3153452169634,18.3472789693616,12.5344592816075,491073,67,13.1043480718965,40.8282194394492,0,0.0818249344201208,58207.578310388,325122128,11.2588564739494,0.182332985664659,0.162525850896316,0,31.992615,29.756855,11.0005612291623,11.8881342938325,746.170711461945,702.713757147238,250916,357.067152091383,2.76834165371653,0.81871612446232,0.902186011255759,0.993638844058934,0,0.998350762054118,0,0.23810414614901,0.673548575344368,0.859357205359366,0.01106072686854,0.870333272507876,0.0212186855372648,157160.950000001,3834833.6,0.583569740232019,0.0730692047949871,0.998600280622638,0,0.997969016957481,0.0009885546194994,0.0644030235400951,0.0618919021248398,0.35597764571039,0.0073938894647798,0.464844524038386,0.144336945289085,-10807806.498,-135069812.826,1,1,1,1,1,1,1,1,1.30865030316426,9,1,1,1,1,1
"USA-2018","USA",2018,1342.5,83,15.3420830905513,0.589526749926945,11.8614969328616,23.0191013369819,12.4755414589706,514111,68,13.1501944744301,43.5933705661219,0,0.0871178493651152,59607.3936602496,326838199,11.348073930706,0.19836963909789,0.319247607054063,0.0081892582391436,34.966385,27.358715,11.0243252924623,12.8740040449114,840.936171037426,685.983219227447,250219,365,2.72844960621935,0.807972658000114,0.896045412154613,0.997105849062911,0,0.995827188698163,0.0055091984327917,0.184188555669225,0.552954401961073,0.813025078008247,0.0015967136828451,0.840015031271384,0.0430356812105044,-3790157.561,-2289576.569,0.459832715142872,0.0836714134382519,0.999336489837878,1.70184644358309e-06,0.989350390484152,7.01373597939281e-05,0.0644806456033292,0.0734916430542618,0.422047861913335,2.28761691807626e-07,0.471860323411249,0.166788048551508,-12692896.861,-136351065.008,1,1,1,1,1,1,1,1,1.88897301978855,9,1,1,1,1,1
"USA-2019","USA",2019,1257.7,84,19.0232077099151,0.716498576233955,12.7668216355994,27.7765907344375,12.4117483586057,524040,69,13.1693232962676,52.6484431021453,0,0.096857430056897,60698.0112990179,328329953,11.0580367745651,0.131587352107841,0.368544560120872,0,38.135284,23.20519,11.0424566061279,12.6187044223444,928.111084034024,640.752956861876,249537,390,2.60978404190993,0.856757844554899,0.925757131516368,0.98843505513118,0,0.99165760416767,0.0001641647156526,0.147744078374852,0.478238883401996,0.716188413037921,9.14204906072113e-05,0.795549165797106,0.154949637379779,-8516074.719,-22126567.142,0.564833778375962,0.0767608712857765,0.981455975428192,0,0.981406992845041,0.0011234404524015,0.0772171395533209,0.065700465477965,0.36389945944681,1.74140564395446e-07,0.471920793475924,0.145594638687617,-11072022.452,-104522692.971,1,1,1,1,1,1,1,1,2.13377357302479,9,1,1,1,1,1
"USA-2020","USA",2020,1194.7,85,21.4013056431465,0.852995494396365,14.6950941661164,31.2054768102231,12.3631082741736,530904,70,13.182336492919,62.0489755127344,0,0.115913711484525,58451.6067152443,331511512,10.6290647168458,0.0836949579138938,0.187625106322478,0,40.17061,19.128262,11.0047448476358,12.6187044223444,915.899762090215,485.737853803184,248941,512.500720400655,2.62302854150151,0.914948147140647,0.957876982839003,0.959136688405022,0,0.997742514020073,0,0.120601650817743,0.384603442491484,0.682348842314402,0,0.720956733367693,0.142685957276631,-13131195.325,-46302694.533,0.539416727269151,0.0437328765562568,0.802301396807694,0,0.930822947228521,0.0015876318349018,0.0991650314774168,0.064160656990903,0.330827508432203,0,0.572426532045789,0.104115097924543,-6808675.472,-66668008.488,1,1,1,1,1,1,1,1,1.44335985542883,9,1,1,1,1,1
"USA-2021","USA",2021,1148.5,86,23.0642279295684,0.928843448059733,15.7923318306815,33.6899676676049,12.3263253401779,539612,71,13.1986056417638,55.934237590912,0,0.130637853246084,61829.8456266599,332031554,10.7103708073141,0.165541837941739,0.61148265568772,0.363207721748918,38.03652,21.624334,11.0609318582119,11.79165409005,934.203187538223,524.408299890442,205418.678621104,364.894074775634,0,0.566794526251209,0.966943360247475,0.967130312193494,0,0.999997907444657,0.0037451613479335,0.133303568618331,0.382651065299292,0.658393403471007,0,0.7205577255031,0.128140084098044,-31252548.641,-48947177.273,0.346611647270869,0.147444471379392,0.754784619060235,0,0.916491364182341,6.08439258719901e-06,0.0809667327129944,0.0556493537934365,0.421844148836865,0,0.464923658480483,0.121799405419948,-9942074.769,-77908307.97,1,1,1,1,1,1,1,1,1.69384090931853,9,1,1,1,1,1
"USA-2022","USA",2022,1077.7,87,26.1799325129603,1.0838613781632,17.480918947936,37.663077510141,12.2645380437827,545716,72,13.2098539728838,59.320627639744,0,0.148735826925583,73365.0640322536,-13594534.1909609,10.5976872398886,0.776812578358838,2.33019327969014,5.11696861327773,32.4446983448424,13.241911332705,12.2740064055915,25.3072061577648,1762.00465664152,74.5234242655972,5574.84959272211,89.9520094090468,0.0127181886763886,0.307282689311855,0.775972576734884,1,0.228905108885094,0.882468747533386,1.38777878078145e-17,0.374819679249783,0.518980527298906,0.74148214422922,0.403155433678934,0.958001652348873,0,-7502854.06036016,-15427200.4273314,0.731547874259152,0.00227821231867087,1,0.042799286983851,1,0,0,0,0.71216899937834,0.125487600008778,0.714734514256995,0,-17432684.9510787,-172935939.073141,1,1,1,1,1,1,1,1,2.48402885754892,9,1,1,1,1,1
"UZB-1995","UZB",1995,14.6,38,0,0,0,0,7.85709386490249,7290,34,8.8942588250027,0,0,0,1142.97105938508,22785000,18.0954343060083,0.0294012701764836,2.95980522131581,7.82798715575388,72.2799401513076,3.45394390238763,7.88481467262417,1.30162344590245,43.341375,3.054,1621.39365064405,596.352215439428,0,0.375133410784134,0.448166822872278,0.851497784153591,0.377549467549119,0.480718470920897,0.0382508572526008,0.589247312190691,0.153632990998966,0.515147851479077,0.231420626454809,0.684362993771328,0.170646416071847,-1542262.93543722,-332809.49091903,1,1,1,0,1,0,1,1,1,0,1,0,1418.37,81222,0,0,0,0,0,0,0,0,-0.2417,0,0,1,1,0,0
"UZB-1996","UZB",1996,14.6,39,0,0,0,0,7.85709386490249,7290,35,8.8942588250027,0,0,0,1140.37975087361,23225000,19.7069443765368,0.0152522795903362,3.209285723044,7.22864796010283,70.4506924414893,4.02254563068319,7.88254492974252,0.417445260382119,44.2365,2.837,1883.67496319082,853.006602453704,0,0.513117244294689,0.506401348710716,0.362631630942099,0.0386963776536777,0.553934862234957,0.200074525652244,0.413147448441779,0.263244634416288,0.461608572064707,0.0766522287466068,0.439688417806607,0.0323233387498441,7398816.98195471,11171932.7454243,0.996009796494826,0.998000901854016,1,0,1,0.0019990981459842,1,1,1,0,1,0,1486.673,68881.128,0,0,0,0,0,0,0,0,-0.07803,0,0,1,1,0,0
"UZB-1997","UZB",1997,14.6,40,0,0,0,0,7.85709386490249,7290,36,8.8942588250027,0,0,0,1177.27453155913,23667000,19.1063664816122,0.0064740388029596,2.3219845290823,7.56461013695163,71.4661050071655,4.08433577973683,7.91438565594961,0.86385,45.362625,2.946,2703.41149645382,1036.8469688686,2.94671061450535,0,0,0,0,0,0,1,0,1,0,1,0,-76488.799,-757042.752,0.982483119722541,0,1,0,0.991163475699558,0.991163475699558,0,0,0,0,0,0,103.612,679,0,0,0,0,0,0,0,0,-0.1635,1,0,1,1,0,0
"UZB-1998","UZB",1998,14.6,41,0,0,0,0,7.85709386490249,7290,37,8.8942588250027,0,0,0,1208.29263901777,24051000,14.9773632374328,0.0121293297216647,0.74227607189078,1.08190143918471,71.4640522875817,4.08496732026144,7.94039192902227,0.86385,49.4725,2.952,219.338736560405,75.2085386037747,2.85998218297987,0,0,0,0,0,0,1,1,1,0,1,0,-58417.15,-703,0.822155355298185,0.901602475045822,1,0,1,0.0021493425503787,1,1,1,0,1,0,236.282,3600.855,0,0,0,0,0,0,0,0,-0.1161,1,0,1,1,0,0
"UZB-1999","UZB",1999,14.6,42,0,0,0,0,7.85709386490249,7290,38,8.8942588250027,0,0,0,1246.73784177832,24311650,16.1377932543577,0.0021102681513008,1.73054268013785,0.940519568054424,72.6791854006877,4.08622057656705,7.97171402146929,0.913575,50.18475,2.956,4000,1353.1799729364,2.90165427856897,0,0,0,0,0,0,1,0,1,0,1,0,-42095.668,-500942.368,1,0,1,0,1,1,0,0,0,0,0,0,20,100,0,0,0,0,0,0,0,0,-0.2366,1,0,1,1,0,0
"UZB-2000","UZB",2000,14.6,43,0,0,0,0,7.85709386490249,7290,39,8.8942588250027,0,0,0,1276.76030789471,24650400,22.0372913912212,0.0200116320320681,5.40046980305752,7.45483715071037,73.3142710822806,4.08629224991465,7.99550946806011,0.913575,50.925875,2.501,4000,1599.36025589764,2.88699433015829,0,0,0,0,0,0,0.76889132539085,0.133331672085759,1,0,1,0,-155969.611,-1655342.272,0.999936752893618,0.999968375446697,1,0,0.999968375446697,0,0,0,0,0,0,0,126.901,15810.5,0,0,0,0,0,0,0,0,-0.3351,1,0,1,1,0,0
"UZB-2001","UZB",2001,14.6,44,0,0,0,0,7.85709386490249,7290,40,8.8942588250027,0,0,0,1313.19226452883,24964450,19.5442123417553,0.0883260370434612,4.19019187872677,19.2375600474741,73.4471758303622,4.08456871207856,8.02364462408238,0.913575,51.464875,2.711,4000,1475.47030616009,2.87646593811369,0,0,0,0,0,0,0.576929986839833,0.109666546538655,0.849316482927478,0,0.849316482927478,0,-266969.74,-2389095.848,1,1,1,0,1,0,1,1,1,0,1,0,130.977,14419,0,0,0,0,0,0,1,1,-0.4031,1,0,1,1,0,0
"UZB-2002","UZB",2002,14.6,45,0,0,0,0,7.85709386490249,7290,41,8.8942588250027,0,0,0,1348.76378796692,25271850,15.6603851298705,0.0355440621728097,4.39304141489731,15.5837533463076,73.9505171364835,4.08436422632326,8.05037206831744,0.91845,52.735375,2.7364,4000,1461.77459435755,2.85740098386195,1,1,1,0,1,0,0.513440918097403,0.859605011445507,0.94226046449208,0,0.94226046449208,0,-106598.166,-1557528.155,0.533723727181305,0.356168500134156,0.357477864233968,0,0.357477864233968,0,0.68,0.2,1,0,1,0.8,1992.202,93160,0,0,0,0,0,0,1,1,-0.4348,1,0,1,1,0,0
"UZB-2003","UZB",2003,14.6,46,0,0,0,0,7.85709386490249,7290,42,8.8942588250027,0,0,0,1389.58720032157,25567650,14.9456321676815,0.0252641418064628,5.07436940546078,16.3929079886423,71.9048582995951,4.08502024291498,8.08019033285505,0.91845,53.0915,1.913,4000,2090.95661265029,2.85067062648717,0,0,0,0,0,0,0.472181695840831,0.416700366558173,1,0,1,0,-183406.015,-2756848.638,0.999856394055454,0.99992819187132,1,0,1,7.18081286801666e-05,1,1,1,0,1,0,198.628,27847.8,0,0,0,0,0,0,1,1,-0.3492,1,0,1,1,0,0
"UZB-2004","UZB",2004,14.6,47,0,0,0,0,7.85709386490249,7290,43,8.8942588250027,0,0,0,1475.96965752439,25864350,14.1940453579252,0.283832729250063,5.07540795828882,12.4022223973696,70.03,4.086,8.1404987767393,0.913575,53.80375,2.699,4000,1482.03038162282,2.83202230691328,0,0,0,0,0,0,0.543733662422122,0.753276487093936,0.959967702054266,0,0.936676087949143,0,-232031.012,-3720296.052,0.977905602876382,0.988835884845944,1,0,0.999259274044208,0.0104233891982639,1,1,1,0,1,0,193.221,18032.16,0,0,0,0,0,0,1,1,-0.1543,1,0,1,1,0,0
