"","Country.Code","year","Coal_AnnualMtCO2","Coal_duration_year","Coal_Share_Ret","Coal_Share_EarlyRet","Coal_Share_Tran","Coal_Share_PhasedOut","Coal_logCurrent_MW","Gas_Current_MW","Gas_duration_year","Gas_logCurrent_MW","Coal_Gen_Decline_Perc","Gas_Gen_Decline_Perc","Share_VRE_Gen","GDPpc_2015.","Population","WDI_Manu_GDP_.","WDI_CoalRents_.","WDI_OilRents_.","WDI_NGRents_.","WDI_NG_El_.","WDI_Coal_El_.","logGDPpc","BP_GasReserve_tM3","BP_GasProduction_bM3","BP_CoalProduction_mTon","BP_CoalReserve_mTon","BP_CoalR2P_yr","LogBP_GasR2P_yr","HHI_Gas_Import","contiguity_Gas_Import","agree_Gas_Import","sanction_Gas_Import","common_language_Gas_Import","colony_Gas_Import","HHI_Gas_Export","contiguity_Gas_Export","agree_Gas_Export","sanction_Gas_Export","common_language_Gas_Export","colony_Gas_Export","NetValue_Gas_Import","NetQuantity_Gas_Import","HHI_Coal_Import","contiguity_Coal_Import","agree_Coal_Import","sanction_Coal_Import","common_language_Coal_Import","colony_Coal_Import","HHI_Coal_Export","contiguity_Coal_Export","agree_Coal_Export","sanction_Coal_Export","common_language_Coal_Export","colony_Coal_Export","NetValue_Coal_Import","NetQuantity_Coal_Import","R_IndepProducer","R_Private","R_Unbundle","R_WholeSale","R_IndepReg","R_Choice","R_Liberalization","R_Corp","StateCapacity","num_supply_policy","binary_airqual","ghg_ambition_n","cw_2030","annex_one","annex_two"
"EST-2002","EST",2002,0,0,0,0,0,0,0,173,20,5.15329159449778,0,0,0,11417.1679687727,1379350,15.6718116017989,0,0.769330159854059,0,6.20382314999414,3.18986747977014,9.92152434408339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43601.514,0,0.887282162104408,0.940295565573273,1,0,0.944223021157194,0.940295565573273,0.190614665166448,0.0064005470704493,0.953994255054129,0,0.0868974437562956,6.02361692461578e-08,-5438.121,-132689.566,1,1,1,0,0,1,0,0,1.425,0,0,0,0,1,0
"EST-2003","EST",2003,0,0,0,0,0,0,0,173,21,5.15329159449778,0,0,0.0009842519685039,12362.2482843024,1370720,15.7468540530848,0,0.628213867743043,0,4.96111822029727,2.51008957574564,10.001053494846,0,0,0,0,0,0,0.999999627228838,0.999999813614384,1,0,1,0.999999813614384,0,0,0,0,0,0,62140.35,48286.988,0.998317172690139,0.999157943805953,1,0,0.99916819489741,0.999157943805953,0.553315178618941,0.0133326617928048,1,0,0.0432827592585839,0,-236.431999999999,65685.5629999999,1,1,1,0,1,1,1,0,1.459,0,0,0,0,1,0
"EST-2004","EST",2004,0,0,0,0,0,0,0,173,22,5.15329159449778,0,0,0.0009699321047526,13282.545519845,1362550,14.9202057507989,0,0.718607971781233,0,4.7263198757764,1.92158385093168,10.0728569657249,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,70440.929,153430.5,0.99715459379107,0.998585331449789,1,9.94157777173706e-06,0.999928245464652,0.998575389872017,0.230930031626601,0.0102821838944582,1,0,0.278952678158147,0,1113.561,162815.276,1,1,1,0,1,1,1,0,1.499,0,0,0,0,1,0
"EST-2005","EST",2005,0,0,0,0,0,0,0,173,23,5.15329159449778,0,0,0.0049019607843137,14631.3873257137,1354775,14.6670140091878,0,1.00907540024629,0,5.33072023517883,2.11660950514454,10.1695751973282,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,82996.627,0.015,0.959734742207769,0.979475196994912,1,0,0.999869273505375,0.97946851066617,0.429376801788972,0.0177657504623066,0.983949437948453,0,0.0177657504623066,0.0160505620515469,-61.9040000000005,103035.946,1,1,1,0,1,1,1,0,1.468,0,0,0,0,1,0
"EST-2006","EST",2006,0,0,0,0,0,0,0,173,24,5.15329159449778,0,0,0.0082219938335046,16155.2074300393,1346810,14.4682005139683,0,1.05803169914904,0,5.53842992190711,2.50719276613235,10.2686485985178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81246.889,0,0.996328786323696,0.999405499823873,1,0,0.999878239348865,0.998161816072577,0.313867934802344,0,1,0,0,0,11704.392,519875.813,1,1,1,0,1,1,1,0,1.497,0,0,0,0,1,0
"EST-2007","EST",2007,0,0,0,0,0,0,0,173,25,5.15329159449778,0,0,0.0073891625615763,17459.0983144278,1340680,13.8700059397608,0,1.12130367695077,0,2.8219852337982,2.01804757998359,10.3462670654808,0,0,0,0,0,0,0.997692535984652,0.998844933814433,1,0,1,0.998844933814433,0,0,0,0,0,0,157240.35,727663.93,0.977207060743061,0.988486425156172,1,0.0013127343713479,0.999886730034435,0.988486425156172,0.341565034821212,0,1,0,0,0,-676.558000000005,106004.608,1,1,1,0,1,1,1,0,1.587,1,0,0,0,1,0
"EST-2008","EST",2008,0,0,0,0,0,0,0,173,26,5.15329159449778,0,0,0.0122873345935727,16607.5680643985,1337090,13.7449464630778,0,1.58302746810645,0,3.99773178338531,2.63680181457329,10.2962646582959,0,0,0,0,0,0,0.999577794986201,0.999788852910007,1,0,1,0.999788852910007,0,0,0,0,0,0,268655.539,717982.9,0.657181125920688,0.209451629562523,1,0.0035392460004855,0.999825825345223,0.194782083843107,0.516653782578853,0.0034685038246481,1,0,0.0040661868168763,0,12995.247,132365.231,1,1,1,0,1,1,1,0,1.612,1,0,0,0,1,0
"EST-2009","EST",2009,0,0,0,0,0,0,0,173,27,5.15329159449778,0,0,0.0227790432801822,14205.3948829766,1334515,12.2900700375096,0,0.956769785029067,0,1.2302084519877,4.53354596195466,10.1400279731255,0,0,0,0,0,0,0.990924729916891,1,1,0,1,0.995441585818596,0,0,0,0,0,0,188532.399,477843.81,0.977764918589906,0.988850250888973,1,0.0002420658764679,0.999995951309391,0.988759832455665,0.720042214409054,1.13996529337665e-06,1,0,1.13996529337665e-06,0,84285.83,1993907.26,1,1,1,0,1,1,1,0,1.57,1,0,0,0,1,0
"EST-2010","EST",2010,0,0,0,0,0,0,0,173,28,5.15329159449778,0,0,0.0215882806476484,14585.8386603429,1331475,13.748977942831,0,0.720826423519741,0,2.3372415921012,3.15489046590558,10.1664572625665,0,0,0,0,0,0,0.999999991866706,0.999999995933353,4.06664704211248e-09,0,0.999999995933353,0.999999995933353,0,0,0,0,0,0,188567.525,491805.652,0.997456317637847,0.998874932364152,0.0001508520727024,0,0.999999998595065,0.998726801650309,0.662058957874973,0,1,0,0.213599083844254,0,38863.253,693330.991,1,1,1,0,1,1,1,0,1.539,1,0,0,0,1,0
"EST-2011","EST",2011,0,0,0,0,0,0,0,173,29,5.15329159449778,0,0,0.0287044220325833,15692.788829336,1327439,14.608938065111,0,0.895652000201936,0,1.93903668657411,3.35841154114636,10.2396074559394,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,213643.361,478286.056,0.992095378410854,0.997375322598301,0.0022270491639145,0,0.999120917702087,0.996037095222519,0.542969238362221,0.126900617482701,0.854533326373353,0,0.126900617482701,0.0021174663022223,20506.863,297303.225,1,1,1,0,1,1,1,0,1.543,2,0,0,0,1,0
"EST-2012","EST",2012,0,0,0,0,0,0,0,173,30,5.15329159449778,0,0,0.035953177257525,16257.4722043516,1322696,14.0086484763194,0,1.01314866161022,0,1.05289546252194,4.22829447647698,10.2749587903811,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,228221.702,452298.9,0.97015955854162,0.992641367845692,0.0091539229934769,0,1,0.984924851071035,0.82973809991566,0.0142622109756587,1,0,0.0925640946330322,0,14958.989,182198.314,1,1,1,0,1,1,1,0,1.57,2,0,0,0,1,0
"EST-2013","EST",2013,0,0,0,0,0,0,0,173,31,5.15329159449778,0,0,0.0399096385542168,16553.383261103,1317997,13.7349408676023,0,0.908405977818845,0,0.670433145009416,2.23728813559322,10.2929966669173,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,283931.081,535231.976,0.860665186609553,0.930386013723445,0.0610887918007108,0.926145952921225,0.997585260047239,0.926145952921225,0.504881537490387,0.001372606247247,1,0,0.001372606247247,4.14330003696859e-05,4124.55,70698.414,1,1,1,0,1,1,1,0,1.67,2,0,0,0,1,0
"EST-2014","EST",2014,0,0,0,0,0,0,0,173,32,5.15329159449778,0,0,0.0481927710843373,17096.6445771582,1314545,14.1820927198247,0,0.967779937618074,0,0.554394986340993,4.15394504258396,10.32528838003,0,0,0,0,0,0,0.998581353968234,0.999290173129931,0.0007098268700687,0,1,0.999290173129931,0,0,0,0,0,0,196848.942,383192.031,0.849635639794332,0.921709900294154,0.0103165009440453,0,0.999979299270289,0.919221798709227,0.800625271900658,0.887701735810312,1,0,1,0,6879.369,99868.693,1,1,1,0,1,1,1,0,1.686,2,0,0,0,1,0
"EST-2015","EST",2015,0,0,0,0,0,0,0,173,33,5.15329159449778,0,0,0.0699507389162561,17402.0376128079,1315407,13.9059311741028,0,0.577870298883675,0,0.595180954209465,5.3278295094557,10.3429934628824,0,0,0,0,0,0,0.773266216507961,0.869639179905287,0.130360820094713,0,0.999999884420136,0.869639179905287,0.965411273891711,0,1,0,0,0,150315.373,389326.065,0.689588482823113,0.959333171642937,0.168179465500328,0,0.97377770190072,0.817706498508655,0.555701447746752,4.60601175849002e-05,1,0,4.60601175849002e-05,0,-108.466,-6037.147,1,1,1,0,1,1,1,0,1.702,2,0,0,0,1,0
"EST-2016","EST",2016,0,0,0,0,0,0,0,173,34,5.15329159449778,0,0,0.049301561216105,17945.9449641749,1315790,13.8864975990796,0,0.395237695104046,0,0.5751849,0,10.3737703414588,0,0,0,0,0,0,0.978801225826874,0.991147465436545,0.0106974908578527,0,1,0.989302509142147,0,0,0,0,0,0,97687.454,378111.938,0.913230412035319,0.999278972107279,0.0454150049080028,0,0.999339017466107,0.954584995091997,0.999313935413613,5.62835758915002e-05,1,0,5.62835758915002e-05,0,425.208,2356.86800000001,1,1,1,0,1,1,1,0,2.34989124859824,2,0,0,0,1,0
"EST-2017","EST",2017,0,0,0,0,0,0,0,173,35,5.15329159449778,0,0,0.0554711246200607,18962.4103006448,1317384,13.6109739798589,0,0.648969670439222,0,0.45592704,0.15197569,10.4288647736423,0,0,0,0,0,0,0.772831424816935,0.878450952305478,0.127716150302776,0,0.888543252709894,0.872283849697223,0.996538298859687,0.998266143170338,1,0,1,0,314346.213,387416.725,0.977144758379392,0.999684654263524,0.0115576497886748,0,0.99969900260453,0.988442350211325,0.983109336386841,0.996666523803401,1,0,1,0.0051668881047282,6216.726,81611.315,1,1,1,0,1,1,1,0,2.01051844989105,2,0,0,0,1,0
"EST-2018","EST",2018,0,0,0,0,0,0,0,173,36,5.15329159449778,0,0,0.0541632983023443,19611.6109936281,1321977,13.4718274316818,0,0.995460170965617,0,0.48504448,0,10.4625279478061,0,0,0,0,0,0,0.888823738078017,0.996100143457592,0.0588345857068141,0,1,0.941165414293186,0.727273411699732,0.839623824475126,1,0,1,0,119766.23,379707.209,0.968927926105738,0.999334443489953,0.0157746865778242,0,0.999712732791751,0.984225313422176,0.990369437068691,0.995164329771956,1,0,0.995164329771956,0,6752.611,83486.007,1,1,1,0,1,1,1,0,1.64505973835531,2,0,0,0,1,0
"EST-2019","EST",2019,0,0,0,0,0,0,0,173,37,5.15329159449778,0,0,0.0998685939553218,20269.575137379,1326898,13.0980263625878,0,0.924587689843327,0,0.52562416,0,10.4955271594092,0,0,0,0,0,0,0.560848169633252,0.984021334908455,0.312477968994971,0,1,0.687522031005029,0.473154334582838,0.619945293205239,1,0,0.70951862197675,0,126170.485,437318.401,0.92953562254948,0.999889605623428,0.0365651764512295,0,1,0.96343482354877,0.602129657604441,0.737470613378927,1,0,0.75884270143193,0,2947.985,49358.2,1,1,1,0,1,1,1,0,1.2277593374646,2,0,0,0,1,0
"EST-2020","EST",2020,0,0,0,0,0,0,0,173,38,5.15329159449778,0,0,0.179276315789474,20118.1050729983,1329522,12.834008047047,0,0.480973513029608,0,0.49342105,0,10.4880263188675,0,0,0,0,0,0,0.687473141150598,0.984073258016744,0.189279484759898,0,1,0.810720515240102,0.568702989509277,0.215308841335719,1,0,0.990849452358837,0,68066.04,485480.701,0.882980329634733,0.999029540008396,0.0623359559466224,0,0.999889330069655,0.937664044053378,0.984724250754803,0.0074530416411962,1,0,0.0076893768099145,0,415.081,6148.829,1,1,1,0,1,1,1,0,1.54836838880584,2,0,0,0,1,0
"EST-2021","EST",2021,0,0,0,0,0,0,0,173,39,5.15329159449778,0,0,0.150208623087622,21707.2407508041,1330932,12.7186231998797,0,0.962229214145247,0,0.55632824,0,10.5640520393753,0,0,0,0,0,0,0.545136610818403,0.937759769385126,0.305119568310538,0,0.999933302315182,0.694880431689462,0.57935553768822,0.151235184235563,0.997261662286685,0,0.976736816116423,0.0027383377133153,32301.692,237301.695,0.770217319613788,0.990441377746146,0.130843846051572,0,0.999038799946817,0.869156153948428,0.292387139444172,0.279475982532751,1,0,0.841547099189021,0,537.488,5108.028,1,1,1,0,1,1,1,0,1.86330528962378,2,0,0,0,1,0
"EST-2022","EST",2022,0,0,0,0,0,0,0,173,40,5.15329159449778,0,0,0.139088729016786,21207.3139170468,1344768,12.7614058004385,0.11661948712355,3.94100539860784,2.65705771851568,0.47961628,0,10.5407522776014,0,0,0,0,0,0,0.43198945149465,0.53238041126262,0,0.0821420238417639,0.684613247912117,0.61108766771805,0.0787076006996344,0,0.532912235052093,0.151437058612844,0,0.260742676092583,-6285576.84040607,-15688585.962507,0.70591013704909,0.493948458682894,0,0.0275454038406395,0.836402275161572,0.688696677364492,0.484556018513974,0.491444907279062,0.550265828819645,0.0685699713583011,0.430025741089934,0.0584288101177865,1700207.82231892,55596829.6572432,1,1,1,0,1,1,1,0,1.8542471065418,2,0,0,0,1,0
"FIN-1995","FIN",1995,21.2,37,0,0,0,0,8.23938223875972,724,24,6.58479139238572,0,0,0.000156152404747,29912.8979739158,5107790,22.2325949527646,0,0,0,10.3599593972047,18.1947372530647,10.3577366589468,0,0,0,0,0,0,0.975052038116485,0.0001520325183886,1,0,0.0001520325183886,0,0,0,0,0,0,0,280744.861,9655.829,0.327320392667716,0.252224620260252,0.509410767809552,0,0.280666139956191,0.251886612251813,0.714273827580502,0,1,0,0.0007762959641103,0,260397.307,6393526.13,1,0,1,0,1,1,1,0,2.336,0,0,0,0,1,1
"FIN-1996","FIN",1996,21.2,38,0,0,0,0,8.23938223875972,724,25,6.58479139238572,0,0,0.0001441337561256,30908.3003090879,5124573,21.3933759783705,0,0,0,12.2699032764909,22.3602842604471,10.3904716674478,0,0,0,0,0,0,0.999984866906562,0.999992433396037,7.56660396302579e-06,0,0.999992433396037,0.999992433396037,1,1,1,0,1,0,338119.657,3200949.404,0.38221987894747,0.137289452822798,0.587532125933448,0,0.138005567218813,0.136815707366792,0.499790259748515,0.0002098062794972,1,0,0.0002098062794972,0.0002098062794972,284089.578,6327942.319,1,0,1,1,1,1,1,1,2.378,0,0,0,0,1,1
"FIN-1997","FIN",1997,21.2,39,0,0,0,0,8.23938223875972,1409,26,7.25063551189868,0,0,0.0002891844997108,32768.3781282619,5139835,21.6583789832772,0,0,0,9.95142824100844,19.0398404070776,10.4489108701077,0,0,0,0,0,0,0.999761843694354,0.999880907664193,0,0,0.999880907664193,0.999880907664193,0.918594314734527,0.957701874132346,1,0,0.957701874132346,0.0002024525682554,310358.006,3125892.36,0.52799700591859,0.112789734568685,0.72286631164948,0,0.112789734568685,0.105579397984049,0.729231337464604,0.145036319612591,1,0,0.992493946731235,0.0878934624697336,298596.659,5982565.576,1,0,1,1,1,1,1,1,2.384,0,0,0,0,1,1
"FIN-1998","FIN",1998,21.2,40,0,0,0,0,8.23938223875972,1479,27,7.2991214627108,0,0,0.0002851033499643,34464.9908824671,5153498,22.9103375002075,0,0,0,12.5742870580187,12.2493479840951,10.4993909529914,0,0,0,0,0,0,1,1,0,0,1,1,0.985594027605775,0.992744369630834,1,0,1,0,360481.456,3593522.643,0.432109953641756,0.161635816204112,0.682326739822617,0,0.169418797370842,0.125903027249974,1,1,0,0,1,1,185236.464,4198714.297,1,0,1,1,1,1,1,1,2.418,0,0,0,0,1,1
"FIN-1999","FIN",1999,21.2,41,0,0,0,0,8.23938223875972,1479,28,7.2991214627108,0,0,0.0007198387561186,35891.0056383953,5165474,22.8269091367519,0,0,0,13.7307974718171,13.8517356062024,10.5399336259821,0,0,0,0,0,0,0.999916496293911,0.999958246542906,1.39307281728123e-10,0,0.999958246542906,0.999958246403598,1,1,1,0,1,0,302339.298,7178328.307,0.414298384305588,0.453349018961286,0.462695616304975,0,0.454777405285967,0.452988398930639,0.855980524825194,0.0781110781110781,0.921888921888922,0,1,0.0781110781110781,103058.766,3677777.84,1,1,1,1,1,1,1,1,2.414,0,0,0,0,1,1
"FIN-2000","FIN",2000,21.2,42,0,0,0,0,8.23938223875972,1479,29,7.2991214627108,0,0,0.0011462960309499,37884.3913209153,5176209,24.1501883584234,0,0,0,14.4778209671888,13.1073510918029,10.5939860899598,0,0,0,0,0,0,1,1,1,0,1,1,0.871903427373316,1,0.999861473751375,0,1,0.0001385262486252,351820.924,2590901.817,0.446819943252629,0.387415732254688,0.970496810275997,0,0.387794534308271,0.372380442810168,1,0,1,0,1,0,203315.754,3432157.33,1,1,1,1,1,1,1,1,2.467,0,0,0,0,1,1
"FIN-2001","FIN",2001,21.2,43,0,0,0,0,8.23938223875972,1479,30,7.2991214627108,0,0,0.0009422533315385,38784.7725522584,5188008,23.6019304698952,0,0,0,15.6942244180114,15.1155921918213,10.6174746108018,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,395270.846,2478897.414,0.333762906967148,0.504506615867423,0.933414525680031,0,0.567974350297458,0.45638898623685,1,0,1,0,1,0,210276.773,5489005.613,1,1,1,1,1,1,1,1,2.444,0,0,0,0,1,1
"FIN-2002","FIN",2002,21.2,44,0,0,0,0,8.23938223875972,1479,31,7.2991214627108,0,0,0.0008028904054596,39351.3903956183,5200598,22.8674757216169,0,0,0,15.50930558335,17.804015742779,10.6319782095068,0,0,0,0,0,0,1,1,1,0,1,1,0.999930049820158,0.999965023686737,1,0,0.999965023686737,0,378528.091,2726537.53,0.313994325820348,0.496846302580159,0.978647560392329,0,0.519539666407331,0.451819454310545,0.501086253950014,0,1,0,0.476694915254237,0,190226.828,5392604.864,1,1,1,1,1,1,1,1,2.472,0,0,0,0,1,1
"FIN-2003","FIN",2003,21,45,0.924165610477398,0,0,0.924165610477402,8.23009761360951,1479,32,7.2991214627108,0,0,0.0010704091341579,40044.3048555829,5213014,21.9474263421835,0,0,0,16.4219813580628,23.6475108507459,10.649433363742,0,0,0,0,0,0,1,1,1,0,1,1,0.98759991192918,0.993761191163429,1,0,0.993786609578789,0,534200.18,3082546.57,0.367467508654197,0.558242309351845,0.912838719029914,0,0.566980895436283,0.550803725164586,0.999999795291751,1,1,0,1,1.02354134866516e-07,303015.202,8540875.982,1,1,1,1,1,1,1,1,2.498,0,0,0,0,1,1
"FIN-2004","FIN",2004,21,46,0.924165610477398,0,0,0.924165610477402,8.23009761360951,1479,33,7.2991214627108,14.2857142857143,7.94223826714801,0.0014018691588785,41522.1750841224,5228172,21.5428513838673,0,0.0001894694238869,0,14.8488554953696,19.9603937328907,10.6856745251032,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,549526.438,2871912.506,0.498573995799355,0.680713068657911,0.947356652701032,0.214523610558712,0.696728555357362,0.670411098468878,0.853167778206778,0.954159320403911,1,0,0.954159320403911,0.0320564192979644,352904.859,7639500.407,1,1,1,1,1,1,1,1,2.528,0,0,0,0,1,1
"FIN-2005","FIN",2005,21,47,0.924165610477398,0,0,0.924165610477402,8.23009761360951,1479,34,7.2991214627108,66.2337662337662,18.9169675090253,0.0024171761694867,42530.6196771877,5246096,21.2153964793821,0,0.0011893485185809,0,15.9119888923522,10.1824827859794,10.7096711807127,0,0,0,0,0,0,0.999939032511414,0.999969515326392,3.04846736083252e-05,0,0.999969515326392,0.999969515326392,0.999908433293846,0.999954214550616,1,0,1,0,613712.202,3204364.725,0.496809760251658,0.688961396994173,0.182576869366501,0,0.693340878165327,0.688772712250237,0.964421516512583,0.009914289981732,0.994582805145665,0,0.0153314848360671,0.0020182832719933,460287.38,7156248.564,1,1,1,1,1,1,1,1,2.573,0,0,0,0,1,1
"FIN-2006","FIN",2006,20.6,48,2.9837346852556,2.0595690747782,0,2.9837346852556,8.20909070087484,1479,35,7.2991214627108,15.1688311688312,11.0469314079422,0.001950030469226,44074.0309204141,5266268,21.8106734067104,0,0.0023565839001993,0,14.9710856254252,20.757605209447,10.7453176421826,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,841355.775,4401811.351,0.387056822349784,0.602939054379906,0.303830023664479,0,0.606900417935041,0.597451851121437,0.996608597539499,0.99900800668865,0.99992139760031,0,1,0.0007058185219522,471418.134,8623380.647,1,1,1,1,1,1,1,1,2.564,0,0,0,0,1,1
"FIN-2007","FIN",2007,20.6,49,2.9837346852556,2.0595690747782,0,2.9837346852556,8.20909070087484,1479,36,7.2991214627108,27.8441558441558,23.7545126353791,0.0023479980227385,46212.6409741216,5288720,22.129982039001,0,0,0,12.9940304018709,18.0195704351037,10.7927002760192,0,0,0,0,0,0,0.999992786780456,1,3.6066227797888e-06,0,1,0.99999639337722,0.916079910949277,0.999999191503674,1,0,1,0,861269.264,5821384.819,0.550134029998142,0.734351444556004,0.206518465846187,0,0.755772313491028,0.731964375000814,0.983006036251404,0.993289317676076,0.999873137690508,0,0.999756290826503,0.0018436765899144,438609.949,7245066.363,1,1,1,1,1,1,1,1,2.559,0,0,0,0,1,1
"FIN-2008","FIN",2008,20.6,50,2.9837346852556,2.0595690747782,0,2.9837346852556,8.20909070087484,1479,37,7.2991214627108,55.8441558441558,20.3610108303249,0.0033775006495193,46358.6204112971,5313399,20.7891282526446,0,0,0,14.2434652340118,11.8839756173158,10.7958541610585,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1396576.972,6027505.531,0.441594396361699,0.643999164700069,0.334031820498358,0,0.677065283616502,0.639154684349255,0.673924418252971,0.202463805582788,1,0,0.203638989622769,0.0028461398236088,872816.59,9643550.832,1,1,1,1,1,1,1,1,2.54,0,0,0,0,1,1
"FIN-2009","FIN",2009,20.6,51,2.9837346852556,2.0595690747782,0,2.9837346852556,8.20909070087484,1759,38,7.47250074473756,42.1818181818182,29.0974729241877,0.0039008080245193,42412.0978494183,5338871,16.6687758257358,0,0,0,13.5883667041308,16.0887482828956,10.7068805493757,0,0,0,0,0,0,0,0,0,0,0,0,0.975987061197308,0.999991092647158,1,0,0.999991092647158,0,-3086.878,-4490.672,0.686814803947554,0.82570285720846,0.144667708315618,0,0.830418552367829,0.824758911804736,0.970475256979527,0.997186864986138,0.997863709500752,0,0.998304867086169,0.0121363660399308,490427.272,7383358.6,1,1,1,1,1,1,1,1,2.509,0,0,0,0,1,1
"FIN-2010","FIN",2010,20.6,52,2.9837346852556,2.0595690747782,0,2.9837346852556,8.20909070087484,1884,39,7.54115245513631,24.4675324675325,18.7003610108303,0.0036096589494647,43563.5721974365,5363352,16.969007616547,0,0.0351012330705767,0,13.9561692738677,18.7557329498971,10.73366820227,0,0,0,0,0,0,1,1,0,0,1,1,0.884124355426385,0.938249152977913,1,0,0.938249152977913,0,1189593.442,3243363.189,0.319422001404328,0.531013614583773,0.313264059705633,0,0.567913617361443,0.53087039046318,0.955379928494143,0.990292458643409,1,0,0.999711318074577,0.0036180040886412,537854.663,5339265.823,1,1,1,1,1,1,1,1,2.478,1,0,0,0,1,1
